01-01 10:39:11.373   390   390 I auditd  : type=2000 audit(0.0:1): initialized
01-01 10:39:13.905     0     0 I [    2.980011 / 01-01 10:39:13.711][1] init: [libfs_mgr]Filesystem on /dev/block/bootdevice/by-name/drm was not cleanly shutdown; state flags: 0x1, incompat feature flags: 0x46
01-01 10:39:13.905     0     0 I [    2.980180 / 01-01 10:39:13.711][1] init: [libfs_mgr]check_fs(): mount(/dev/block/bootdevice/by-name/drm,/persist-lg,ext4)=-1: Device or resource busy
01-01 10:39:13.905     0     0 I [    2.980209 / 01-01 10:39:13.711][1] init: [libfs_mgr]Running /system/bin/e2fsck on /dev/block/bootdevice/by-name/drm
01-01 10:39:13.905     0     0 I [    2.996906 / 01-01 10:39:13.727][1] init: [libfs_mgr]e2fsck returned status 0x800
01-01 10:39:13.905     0     0 I [    2.997077 / 01-01 10:39:13.727][1] init: [libfs_mgr]__mount(source=/dev/block/bootdevice/by-name/drm,target=/persist-lg,type=ext4)=-1: Device or resource busy
01-01 10:39:13.905     0     0 I [    2.997115 / 01-01 10:39:13.727][1] init: [libfs_mgr]Running /system/bin/e2fsck on /dev/block/bootdevice/by-name/drm
01-01 10:39:13.905     0     0 I [    3.013600 / 01-01 10:39:13.743][1] init: [libfs_mgr]e2fsck returned status 0x800
01-01 10:39:13.905     0     0 I [    3.013774 / 01-01 10:39:13.743][1] init: [libfs_mgr]__mount(source=/dev/block/bootdevice/by-name/drm,target=/persist-lg,type=ext4)=-1: Device or resource busy
01-01 10:39:13.905     0     0 E [    3.013875 / 01-01 10:39:13.743][1] init: [libfs_mgr]Failed to mount an un-encryptable or wiped partition on /dev/block/bootdevice/by-name/drm at /persist-lg options: barrier=1,noauto_da_alloc,errors=continue: Device or resource busy
01-01 10:39:13.905     0     0 I [    3.013962 / 01-01 10:39:13.743][1] init: [libfs_mgr]superblock s_max_mnt_count:65535,/dev/block/bootdevice/by-name/mpt
01-01 10:39:13.905     0     0 I [    3.013990 / 01-01 10:39:13.743][1] init: [libfs_mgr]Filesystem on /dev/block/bootdevice/by-name/mpt was not cleanly shutdown; state flags: 0x1, incompat feature flags: 0x46
01-01 10:39:13.905     0     0 I [    3.014163 / 01-01 10:39:13.743][1] init: [libfs_mgr]check_fs(): mount(/dev/block/bootdevice/by-name/mpt,/mpt,ext4)=-1: Device or resource busy
01-01 10:39:13.905     0     0 I [    3.014194 / 01-01 10:39:13.743][1] init: [libfs_mgr]Running /system/bin/e2fsck on /dev/block/bootdevice/by-name/mpt
01-01 10:39:13.905     0     0 I [    3.030893 / 01-01 10:39:13.763][1] init: [libfs_mgr]e2fsck returned status 0x800
01-01 10:39:13.905     0     0 I [    3.031074 / 01-01 10:39:13.763][1] init: [libfs_mgr]__mount(source=/dev/block/bootdevice/by-name/mpt,target=/mpt,type=ext4)=-1: Device or resource busy
01-01 10:39:13.905     0     0 I [    3.031111 / 01-01 10:39:13.763][1] init: [libfs_mgr]Running /system/bin/e2fsck on /dev/block/bootdevice/by-name/mpt
01-01 10:39:13.905     0     0 I [    3.047695 / 01-01 10:39:13.779][1] init: [libfs_mgr]e2fsck returned status 0x800
01-01 10:39:13.905     0     0 I [    3.047869 / 01-01 10:39:13.779][1] init: [libfs_mgr]__mount(source=/dev/block/bootdevice/by-name/mpt,target=/mpt,type=ext4)=-1: Device or resource busy
01-01 10:39:13.905     0     0 E [    3.047973 / 01-01 10:39:13.779][1] init: [libfs_mgr]Failed to mount an un-encryptable or wiped partition on /dev/block/bootdevice/by-name/mpt at /mpt options: barrier=1,noauto_da_alloc,errors=continue: Device or resource busy
01-01 10:39:13.905     0     0 E [    3.048037 / 01-01 10:39:13.779][1] init: fs_mgr_mount_all returned an error: Device or resource busy
01-01 10:39:13.905     0     0 E [    3.048470 / 01-01 10:39:13.779][0] init: property_set("ro.boottime.init.mount_all.default", "269") failed: property already set
01-01 10:39:13.905     0     0 E [    3.048499 / 01-01 10:39:13.779][0] init: fs_mgr_mount_all returned unexpected error 255: File exists
01-01 10:39:13.905     0     0 I [    3.048538 / 01-01 10:39:13.779][0] init: Command 'mount_all fstab.qcom' action=fs (/init.qcom.rc:77) returned 255 took 269ms.
01-01 10:39:13.905     0     0 I [    3.048646 / 01-01 10:39:13.779][0] init: processing action (fs) from (init.qcom.usb.rc:20)
01-01 10:39:13.905     0     0 D [    3.049705 / 01-01 10:39:13.779][0] SELinux: initialized (dev functionfs, type functionfs), uses genfs_contexts
01-01 10:39:13.905     0     0 I [    3.049879 / 01-01 10:39:13.779][0] init: processing action (fs) from (init.qcom.usb.rc:37)
01-01 10:39:13.905     0     0 D [    3.050603 / 01-01 10:39:13.779][0] SELinux: initialized (dev functionfs, type functionfs), uses genfs_contexts
01-01 10:39:13.905     0     0 I [    3.051352 / 01-01 10:39:13.783][0] init: processing action (fs) from (/system/etc/init/logd.rc:18)
01-01 10:39:13.905     0     0 I [    3.051705 / 01-01 10:39:13.783][0] init: processing action (fs) from (/system/etc/init/wifi-events.rc:17)
01-01 10:39:13.906     0     0 I [    3.051791 / 01-01 10:39:13.783][0] init: processing action (post-fs) from (/init.rc:307)
01-01 10:39:13.906     0     0 E [    3.054579 / 01-01 10:39:13.783][1] init: property_set("ro.aoscp.device", "ro.aoscp.display.version=5.2") failed: property already set
01-01 10:39:13.906     0     0 E [    3.055474 / 01-01 10:39:13.787][1] init: property_set("ro.telephony.default_network", "12") failed: property already set
01-01 10:39:13.906     0     0 W [    3.055822 / 01-01 10:39:13.787][1] init: Couldn't load property file: Unable to open '/odm/build.prop': No such file or directory: No such file or directory
01-01 10:39:13.906     0     0 W [    3.055859 / 01-01 10:39:13.787][1] init: Couldn't load property file: Unable to open '/vendor/build.prop': No such file or directory: No such file or directory
01-01 10:39:13.906     0     0 W [    3.055891 / 01-01 10:39:13.787][1] init: Couldn't load property file: Unable to open '/factory/factory.prop': No such file or directory: No such file or directory
01-01 10:39:13.906     0     0 I [    3.056270 / 01-01 10:39:13.787][1] init: [libfs_mgr]fs_mgr_read_fstab_dt(): failed to read fstab from dt
01-01 10:39:13.906     0     0 I [    3.058746 / 01-01 10:39:13.791][1] init: starting service 'logd'...
01-01 10:39:13.906     0     0 I [    3.060223 / 01-01 10:39:13.791][1] init: starting service 'servicemanager'...
01-01 10:39:13.906     0     0 I [    3.060227 / 01-01 10:39:13.791][0] init: Created socket '/dev/socket/logd', mode 666, user 1036, group 1036
01-01 10:39:13.906     0     0 I [    3.060691 / 01-01 10:39:13.791][0] init: Created socket '/dev/socket/logdr', mode 666, user 1036, group 1036
01-01 10:39:13.906     0     0 I [    3.061201 / 01-01 10:39:13.791][0] init: Created socket '/dev/socket/logdw', mode 222, user 1036, group 1036
01-01 10:39:13.906     0     0 I [    3.061282 / 01-01 10:39:13.791][1] init: starting service 'hwservicemanager'...
01-01 10:39:13.906     0     0 I [    3.061313 / 01-01 10:39:13.791][0] init: Opened file '/proc/kmsg', flags 0
01-01 10:39:13.906     0     0 I [    3.061352 / 01-01 10:39:13.791][0] init: Opened file '/dev/kmsg', flags 1
01-01 10:39:13.906     0     0 I [    3.063499 / 01-01 10:39:13.795][1] init: starting service 'vndservicemanager'...
01-01 10:39:13.906     0     0 I [    3.094822 / 01-01 10:39:13.827][3] init: processing action (post-fs) from (/init.qcom.rc:429)
01-01 10:39:13.906     0     0 E [    3.095031 / 01-01 10:39:13.827][3] init: Unable to find GID for 'carrier': getpwnam failed: No such file or directory
01-01 10:39:13.906     0     0 I [    3.095430 / 01-01 10:39:13.827][3] init: processing action (post-fs) from (/system/etc/init/atrace.rc:3)
01-01 10:39:13.934   399   405 D vold    : e4crypt_init_user0
01-01 10:39:13.937     0     0 E [    3.104672 / 01-01 10:39:13.835][3] init: Unable to open '/sys/kernel/tracing/tracing_on': No such file or directory
01-01 10:39:13.937     0     0 I [    3.104929 / 01-01 10:39:13.835][3] init: processing action (post-fs) from (/system/etc/init/atrace_userdebug.rc:6)
01-01 10:39:13.937     0     0 I [    3.105977 / 01-01 10:39:13.835][3] init: processing action (late-fs) from (/init.rc:367)
01-01 10:39:13.937     0     0 I [    3.106128 / 01-01 10:39:13.835][3] init: processing action (post-fs-data) from (/init.rc:375)
01-01 10:39:13.937     0     0 I [    3.106938 / 01-01 10:39:13.839][3] init: starting service 'vold'...
01-01 10:39:13.937     0     0 I [    3.108239 / 01-01 10:39:13.839][1] init: Created socket '/dev/socket/vold', mode 660, user 0, group 1009
01-01 10:39:13.937     0     0 I [    3.108761 / 01-01 10:39:13.839][1] init: Created socket '/dev/socket/cryptd', mode 660, user 0, group 1009
01-01 10:39:13.937     0     0 E [    3.108978 / 01-01 10:39:13.839][3] init: Unable to open '/data/system/entropy.dat': No such file or directory
01-01 10:39:13.937     0     0 E [    3.110121 / 01-01 10:39:13.839][3] init: Unable to open '/data/misc/recovery/ro.build.fingerprint': No such file or directory
01-01 10:39:13.937     0     0 E [    3.110853 / 01-01 10:39:13.843][3] init: Unable to open '/data/misc/recovery/proc/version': No such file or directory
01-01 10:39:13.937     0     0 I [    3.133269 / 01-01 10:39:13.863][3] init: starting service 'exec 1 (/system/bin/vdc --wait cryptfs init_user0)'...
01-01 10:39:13.937     0     0 I [    3.133992 / 01-01 10:39:13.863][3] init: SVC_EXEC pid 400 (uid 0 gid 0+0 context default) started; waiting...
01-01 10:39:13.937     0     0 I [    3.200025 / 01-01 10:39:13.931][2] init: Service 'exec 1 (/system/bin/vdc --wait cryptfs init_user0)' (pid 400) exited with status 0 waiting took 0.066000 seconds
01-01 10:39:13.946     0     0 I [    3.209774 / 01-01 10:39:13.939][2] init: starting service 'exec 2 (/system/bin/tzdatacheck /system/usr/share/zoneinfo /data/misc/zoneinfo)'...
01-01 10:39:13.946     0     0 I [    3.210499 / 01-01 10:39:13.939][2] init: SVC_EXEC pid 406 (uid 1000 gid 1000+0 context default) started; waiting...
01-01 10:39:13.962     0     0 I [    3.223769 / 01-01 10:39:13.955][0] init: Service 'exec 2 (/system/bin/tzdatacheck /system/usr/share/zoneinfo /data/misc/zoneinfo)' (pid 406) exited with status 0 waiting took 0.014000 seconds
01-01 10:39:13.962     0     0 I [    3.223938 / 01-01 10:39:13.955][0] init: processing action (post-fs-data) from (/init.usb.rc:6)
01-01 10:39:13.962     0     0 I [    3.225149 / 01-01 10:39:13.955][0] init: processing action (post-fs-data) from (/init.qcom.rc:447)
01-01 10:39:13.962     0     0 E [    3.225247 / 01-01 10:39:13.955][0] init: do_start: Service hrdump not found
01-01 10:39:13.978     0     0 E [    3.241590 / 01-01 10:39:13.971][2] init: Unable to find GID for 'cw_access': getpwnam failed: No such file or directory
01-01 10:39:13.982     0     0 I [    3.243495 / 01-01 10:39:13.975][2] init: processing action (post-fs-data) from (init.qcom.usb.rc:26)
01-01 10:39:13.982     0     0 I [    3.243825 / 01-01 10:39:13.975][2] init: processing action (post-fs-data) from (/init.aoscp.rc:21)
01-01 10:39:13.982     0     0 I [    3.245113 / 01-01 10:39:13.975][2] init: starting service 'sysinit'...
01-01 10:39:13.982     0     0 I [    3.246004 / 01-01 10:39:13.975][2] init: processing action (post-fs-data) from (/system/etc/init/bootstat.rc:3)
01-01 10:39:13.986     0     0 I [    3.247206 / 01-01 10:39:13.979][2] init: processing action (post-fs-data) from (/system/etc/init/logtagd.rc:4)
01-01 10:39:13.986     0     0 I [    3.248171 / 01-01 10:39:13.979][2] init: processing action (post-fs-data) from (/vendor/etc/init/hostapd.android.rc:9)
01-01 10:39:13.986     0     0 I [    3.248545 / 01-01 10:39:13.979][2] init: processing action (post-fs-data) from (/odm/etc/init/hostapd.android.rc:9)
01-01 10:39:13.986     0     0 I [    3.248827 / 01-01 10:39:13.979][2] init: processing action (load_persist_props_action) from (/init.rc:264)
01-01 10:39:13.986     0     0 W [    3.248868 / 01-01 10:39:13.979][2] init: Couldn't load property file: Unable to open '/data/local.prop': No such file or directory: No such file or directory
01-01 10:39:13.986     0     0 I [    3.249129 / 01-01 10:39:13.979][2] init: starting service 'logd-reinit'...
01-01 10:39:13.986     0     0 I [    3.249947 / 01-01 10:39:13.979][2] init: processing action (load_persist_props_action) from (/system/etc/init/logcatd.rc:31)
01-01 10:39:13.986     0     0 I [    3.250103 / 01-01 10:39:13.979][2] init: processing action (firmware_mounts_complete) from (/init.rc:270)
01-01 10:39:13.987     0     0 I [    3.250211 / 01-01 10:39:13.979][2] init: processing action (early-boot) from (/init.qcom.rc:120)
01-01 10:39:14.002     0     0 I [    3.264776 / 01-01 10:39:13.995][2] logd.daemon: reinit
01-01 10:39:14.350     0     0 I [    3.612232 / 01-01 10:39:14.343][1] init: Command 'write /sys/kernel/boot_adsp/boot 1' action=early-boot (/init.qcom.rc:124) returned 0 took 361ms.
01-01 10:39:14.350     0     0 I [    3.612348 / 01-01 10:39:14.343][1] init: Service 'sysinit' (pid 407) exited with status 0
01-01 10:39:14.350     0     0 I [    3.612504 / 01-01 10:39:14.343][1] init: Service 'logd-reinit' (pid 408) exited with status 0
01-01 10:39:14.350     0     0 I [    3.612630 / 01-01 10:39:14.343][1] init: processing action (early-boot) from (/system/etc/init/installd.rc:5)
01-01 10:39:14.362     0     0 I [    3.625065 / 01-01 10:39:14.355][1] init: processing action (boot) from (/init.rc:558)
01-01 10:39:14.366     0     0 I [    3.629630 / 01-01 10:39:14.359][1] init: starting service 'hidl_memory'...
01-01 10:39:14.370     0     0 I [    3.631586 / 01-01 10:39:14.363][1] init: starting service 'cas-hal-1-0'...
01-01 10:39:14.370     0     0 I [    3.632839 / 01-01 10:39:14.363][1] init: starting service 'configstore-hal-1-0'...
01-01 10:39:14.370     0     0 I [    3.634085 / 01-01 10:39:14.363][1] init: starting service 'gralloc-2-0'...
01-01 10:39:14.375     0     0 I [    3.635454 / 01-01 10:39:14.367][1] init: starting service 'light-hal-2-0'...
01-01 10:39:14.375     0     0 I [    3.636534 / 01-01 10:39:14.367][1] init: starting service 'nfc_hal_service'...
01-01 10:39:14.375     0     0 I [    3.637757 / 01-01 10:39:14.367][1] init: starting service 'thermal-hal-1-0'...
01-01 10:39:14.375     0     0 I [    3.639084 / 01-01 10:39:14.371][1] init: starting service 'usb-hal-1-0'...
01-01 10:39:14.382     0     0 I [    3.640307 / 01-01 10:39:14.371][1] init: starting service 'wifi_hal_legacy'...
01-01 10:39:14.382     0     0 I [    3.641623 / 01-01 10:39:14.371][1] init: starting service 'healthd'...
01-01 10:39:14.382     0     0 E [    3.642577 / 01-01 10:39:14.371][1] init: cannot find '/system/etc/init.qcom.bt.sh', disabling 'config_bluetooth': No such file or directory
01-01 10:39:14.382     0     0 E [    3.642763 / 01-01 10:39:14.375][1] init: cannot find '/init.qcom.class_core.sh', disabling 'qcom-c_core-sh': No such file or directory
01-01 10:39:14.382     0     0 I [    3.643269 / 01-01 10:39:14.375][1] init: starting service 'rfs_access'...
01-01 10:39:14.382     0     0 E [    3.644531 / 01-01 10:39:14.375][1] init: service config_bt_addr does not have a SELinux domain defined
01-01 10:39:14.382     0     0 I [    3.644560 / 01-01 10:39:14.375][1] init: starting service 'config_bt_addr'...
01-01 10:39:14.382     0     0 E [    3.645509 / 01-01 10:39:14.375][1] init: cannot find '/init.qcom.usb.sh', disabling 'qcom-usb-sh': No such file or directory
01-01 10:39:14.382     0     0 I [    3.645990 / 01-01 10:39:14.375][1] init: starting service 'qseecomd'...
01-01 10:39:14.383   435   435 I auditd  : type=1400 audit(0.0:21): avc: denied { execute_no_trans } for comm="init" path="/system/vendor/bin/btnvtool" dev="mmcblk0p47" ino=2433 scontext=u:r:init:s0 tcontext=u:object_r:btnvtool_exec:s0 tclass=file permissive=1
01-01 10:39:14.383   435   435 I init    : type=1400 audit(0.0:21): avc: denied { execute_no_trans } for path="/system/vendor/bin/btnvtool" dev="mmcblk0p47" ino=2433 scontext=u:r:init:s0 tcontext=u:object_r:btnvtool_exec:s0 tclass=file permissive=1
01-01 10:39:14.386     0     0 I [    3.647811 / 01-01 10:39:14.379][1] init: starting service 'per_mgr'...
01-01 10:39:14.386     0     0 E [    3.649095 / 01-01 10:39:14.379][1] init: service hwaddrs does not have a SELinux domain defined
01-01 10:39:14.386     0     0 I [    3.649124 / 01-01 10:39:14.379][1] init: starting service 'hwaddrs'...
01-01 10:39:14.386     0     0 I [    3.649930 / 01-01 10:39:14.379][1] init: starting service 'lge-sensor-sh'...
01-01 10:39:14.387   438   438 I auditd  : type=1400 audit(0.0:22): avc: denied { execute_no_trans } for comm="init" path="/system/bin/hwaddrs" dev="mmcblk0p47" ino=251 scontext=u:r:init:s0 tcontext=u:object_r:system_file:s0 tclass=file permissive=1
01-01 10:39:14.387   438   438 I init    : type=1400 audit(0.0:22): avc: denied { execute_no_trans } for path="/system/bin/hwaddrs" dev="mmcblk0p47" ino=251 scontext=u:r:init:s0 tcontext=u:object_r:system_file:s0 tclass=file permissive=1
01-01 10:39:14.402     0     0 I [    3.662879 / 01-01 10:39:14.395][1] init: starting service 'lmkd'...
01-01 10:39:14.402     0     0 I [    3.664180 / 01-01 10:39:14.395][1] init: starting service 'surfaceflinger'...
01-01 10:39:14.402     0     0 I [    3.665442 / 01-01 10:39:14.395][1] init: starting service 'thermalservice'...
01-01 10:39:14.402     0     0 I [    3.666373 / 01-01 10:39:14.395][1] init: processing action (boot) from (/init.usb.rc:25)
01-01 10:39:14.402     0     0 I [    3.666459 / 01-01 10:39:14.395][1] init: processing action (persist.sys.usb.config=* && boot) from (/init.usb.rc:106)
01-01 10:39:14.402     0     0 I [    3.666510 / 01-01 10:39:14.395][1] init: processing action (boot) from (/init.qcom.rc:126)
01-01 10:39:14.403   439   439 I auditd  : type=1400 audit(0.0:23): avc: denied { entrypoint } for comm="init" path="/init.msm8992.sensor.sh" dev="rootfs" ino=8893 scontext=u:r:sensors:s0 tcontext=u:object_r:rootfs:s0 tclass=file permissive=1
01-01 10:39:14.403   439   439 I init    : type=1400 audit(0.0:23): avc: denied { entrypoint } for path="/init.msm8992.sensor.sh" dev="rootfs" ino=8893 scontext=u:r:sensors:s0 tcontext=u:object_r:rootfs:s0 tclass=file permissive=1
01-01 10:39:14.406     0     0 E [    3.668879 / 01-01 10:39:14.399][1] init: Failed to bind socket 'pdx/system/vr/display/client': No such file or directory
01-01 10:39:14.406     0     0 E [    3.669391 / 01-01 10:39:14.399][1] init: Failed to bind socket 'pdx/system/vr/display/manager': No such file or directory
01-01 10:39:14.406     0     0 E [    3.669842 / 01-01 10:39:14.399][1] init: Failed to bind socket 'pdx/system/vr/display/vsync': No such file or directory
01-01 10:39:14.406     0     0 I [    3.670559 / 01-01 10:39:14.399][1] init: starting service 'rmt_storage'...
01-01 10:39:14.414     0     0 I [    3.671995 / 01-01 10:39:14.403][1] init: Created socket '/dev/socket/lmkd', mode 660, user 1000, group 1000
01-01 10:39:14.414     0     0 E [    3.673396 / 01-01 10:39:14.403][1] init: Unable to write to '/sys/devices/system/cpu/cpu0/online': Invalid argument
01-01 10:39:14.414     0     0 E [    3.673483 / 01-01 10:39:14.403][1] init: Unable to write to '/sys/devices/system/cpu/cpu1/online': Invalid argument
01-01 10:39:14.414     0     0 E [    3.677094 / 01-01 10:39:14.407][1] init: property_set("ro.telephony.call_ring.multiple", "false") failed: property already set
01-01 10:39:14.438     0     0 E [    3.700945 / 01-01 10:39:14.431][0] init: Unable to find GID for 'lgkeyguard': getpwnam failed: No such file or directory
01-01 10:39:14.438     0     0 E [    3.701904 / 01-01 10:39:14.431][0] init: do_start: Service chcon_keystore not found
01-01 10:39:14.439     1     1 I auditd  : type=1400 audit(0.0:24): avc: granted { read } for comm="init" name="ttyHSL0" dev="tmpfs" ino=10324 scontext=u:r:init:s0 tcontext=u:object_r:ttyHSL0_device:s0 tclass=chr_file
01-01 10:39:14.439     1     1 W init    : type=1400 audit(0.0:24): avc: granted { read } for name="ttyHSL0" dev="tmpfs" ino=10324 scontext=u:r:init:s0 tcontext=u:object_r:ttyHSL0_device:s0 tclass=chr_file
01-01 10:39:14.439     1     1 I auditd  : type=1400 audit(0.0:25): avc: granted { read open } for comm="init" path="/dev/ttyHSL0" dev="tmpfs" ino=10324 scontext=u:r:init:s0 tcontext=u:object_r:ttyHSL0_device:s0 tclass=chr_file
01-01 10:39:14.439     1     1 W init    : type=1400 audit(0.0:25): avc: granted { read open } for path="/dev/ttyHSL0" dev="tmpfs" ino=10324 scontext=u:r:init:s0 tcontext=u:object_r:ttyHSL0_device:s0 tclass=chr_file
01-01 10:39:14.442     0     0 I [    3.704115 / 01-01 10:39:14.435][0] init: processing action (boot) from (init.qcom.usb.rc:32)
01-01 10:39:14.442     0     0 I [    3.704319 / 01-01 10:39:14.435][0] init: processing action (boot) from (/init.aoscp.rc:33)
01-01 10:39:14.443   446   446 I auditd  : type=1400 audit(0.0:26): avc: granted { read } for comm="init" name="ttyHSL0" dev="tmpfs" ino=10324 scontext=u:r:init:s0 tcontext=u:object_r:ttyHSL0_device:s0 tclass=chr_file
01-01 10:39:14.443   446   446 W init    : type=1400 audit(0.0:26): avc: granted { read } for name="ttyHSL0" dev="tmpfs" ino=10324 scontext=u:r:init:s0 tcontext=u:object_r:ttyHSL0_device:s0 tclass=chr_file
01-01 10:39:14.443   446   446 I auditd  : type=1400 audit(0.0:27): avc: granted { read open } for comm="init" path="/dev/ttyHSL0" dev="tmpfs" ino=10324 scontext=u:r:init:s0 tcontext=u:object_r:ttyHSL0_device:s0 tclass=chr_file
01-01 10:39:14.443   446   446 W init    : type=1400 audit(0.0:27): avc: granted { read open } for path="/dev/ttyHSL0" dev="tmpfs" ino=10324 scontext=u:r:init:s0 tcontext=u:object_r:ttyHSL0_device:s0 tclass=chr_file
